1913201
1914001
1
01|
42
-1|-1||0|FFFFFF|
-1|-1||0|FFFFFF|
1913460|1913463|SAMN02256313|1.0|D2691E|1913744
1913744|1913747|SAMN02256313|1.0|D2691E|1913460
1913394|1913397|SAMN02256313|1.0|D2691E|1913394
1913394|1913397|SAMN02256313|1.0|D2691E|1913394
1913698|1913701|SAMN02256313|1.0|D2691E|1913699
1913699|1913702|SAMN02256313|1.0|D2691E|1913698
1913461|1913464|SAMN02256314|1.0|D2691E|1913678
1913678|1913681|SAMN02256314|1.0|D2691E|1913461
1913394|1913397|SAMN02256314|16.11364310291027|D2691E|1913394
1913394|1913397|SAMN02256314|16.11364310291027|D2691E|1913394
1913698|1913701|SAMN02256314|1.0|D2691E|1913699
1913699|1913702|SAMN02256314|1.0|D2691E|1913698
1913460|1913463|SAMN02256315|1.0|D2691E|1913722
1913722|1913725|SAMN02256315|1.0|D2691E|1913460
1913807|1913810|SAMN02256315|30.959053014182103|D2691E|1913975
1913975|1913978|SAMN02256315|22.582316677741524|D2691E|1913807
1913394|1913397|SAMN02256315|1.0|D2691E|1913394
1913394|1913397|SAMN02256315|1.0|D2691E|1913394
1913698|1913701|SAMN02256315|1.0|D2691E|1913699
1913699|1913702|SAMN02256315|1.0|D2691E|1913698
1913881|1913884|SAMN02256315|1.0|D2691E|1913883
1913883|1913886|SAMN02256315|1.0|D2691E|1913881
1913460|1913463|SAMN02256316|1.0|A0A000|1913731
1913731|1913734|SAMN02256316|1.0|A0A000|1913460
1913394|1913397|SAMN02256316|1.0|A0A000|1913394
1913394|1913397|SAMN02256316|1.0|A0A000|1913394
1913698|1913701|SAMN02256316|1.0|A0A000|1913699
1913699|1913702|SAMN02256316|1.0|A0A000|1913698
1913881|1913884|SAMN02256316|1.0|A0A000|1913883
1913883|1913886|SAMN02256316|1.0|A0A000|1913881
1913471|1913474|SAMN02261805|23.037860785245975|C2DFFF|1913472
1913472|1913475|SAMN02261805|23.037860785245975|C2DFFF|1913471
1913471|1913474|SAMN02261819|24.465302076746042|C2DFFF|1913472
1913472|1913475|SAMN02261819|24.465302076746042|C2DFFF|1913471
1913471|1913474|SAMN02261840|28.560930737619216|C0C0C0|1913472
1913472|1913475|SAMN02261840|28.560930737619216|C0C0C0|1913471
1913471|1913474|SAMN02261845|29.188806502934032|C0C0C0|1913471
1913471|1913474|SAMN02261845|29.188806502934032|C0C0C0|1913471
1913471|1913474|SAMN02261845|29.650552830283818|C0C0C0|1913472
1913472|1913475|SAMN02261845|29.650552830283818|C0C0C0|1913471
0
0
0
